,book_authors,book_desc,book_edition,book_format,book_isbn,book_pages,book_rating,book_rating_count,book_review_count,book_title,book_genres,image_url,gen_1,gen_2,gen_3,gen_4
23861,Vladimir Nabokov|Eila Pennanen|Juhani Jaskari,"Keski-ikäinen Humbert Humbert rakastuu 12-vuotiaaseen Lolitaan eli Dolores Hazeen niin intohimoisesti, että on valmis menemään naimisiin tytön äidin kanssa vain päästäkseen lähelle Lolitaa. Kun Charlotte Haze yllättäen kuolee, Humbertista tulee Lolitan isäpuoli. Syyllisyyden ja halun riivaama Humbert pelkää paljastuvansa ja pakenee halki Yhdysvaltojen mukanaan Lolita, josta on tullut Humbertin pakkomielle ja eroottisten unelmien kohde.Lolita on hurja ja vaikuttava kertomus hyväksikäytöstä, rakkaudesta, omistushalusta ja pakkomielteen pelottavasta voimasta. Kertoja on Humbert itse, joka kertoo tarinansa vuosia myöhemmin, vankilassa oikeudenkäyntiä odottaessaan. Nabokovin taidokas ja runollinen kerronta kauhistuttaa ja lumoaa yhtä aikaa.",,Hardcover,,384,3.89,565444,20407,Lolita,Classics|Fiction|Literature,https://images.gr-assets.com/books/1296292548l/10340028.jpg,Classics,Fiction,Literature,
21517,Vladimir Nabokov|Alfred Appel,"When Lolita was first published in 1955 it created a sensation and established Nabokov as one of the most original prose writers of the twentieth century.This annotated edition, a revised and considerably expanded version of the 1970 edition, does full justice to the textual riches of Lolita, illuminating the elaborate verbal textures and showing how they contribute to the novel's overall meaning. Alfred Appel, Jr. also provides fresh observations on the novel's artifice, games and verbal patternings and a delightful biographical vignette of Nabokov. The annotations themselves were prepared in consultation with Nabokov while newly identified allusions were confirmed by him during the final years of his life.Alternate (newer) cover for this ISBN here.",,Paperback,9.78014E+12,457,3.89,565439,20407,The Annotated Lolita,Classics|Fiction|Literature,https://images.gr-assets.com/books/1531921338l/70989.jpg,Classics,Fiction,Literature,
21631,Vladimir Nabokov|John Ray Jr.,"Awe and exhiliration--along with heartbreak and mordant wit--abound in Lolita, Nabokov's most famous and controversial novel, which tells the story of the aging Humbert Humbert's obsessive, devouring, and doomed passion for the nymphet Dolores Haze. Lolita is also the story of a hypercivilized European colliding with the cheerful barbarism of postwar America. Most of all, it is a meditation on love--love as outrage and hallucination, madness and transformation.",50th Anniversary Edition,Paperback,9.78068E+12,317,3.89,565436,20407,Lolita,Classics|Fiction|Literature,https://images.gr-assets.com/books/1372767118l/18133.jpg,Classics,Fiction,Literature,
19515,Vladimir Nabokov,"Alternate cover for this ISBN can be found hereHumbert Humbert is a middle-aged, fastidious college professor. He also likes little girls. And none more so than Lolita, whom he'll do anything to possess. Is he in love or insane? A silver-tongued poet or a pervert? A tortured soul or a monster? ...Or is he all of these?",Penguin Red Classics,Paperback,9.78014E+12,361,3.89,565431,20406,Lolita,Classics|Fiction|Literature,https://images.gr-assets.com/books/1379905639l/198806.jpg,Classics,Fiction,Literature,
18785,Vladimir Nabokov|Francesc Roca,"La historia de la obsesión de Humbert Humbert, un profesor cuarentón, por la doceañera Lolita es una extraordinaria novela de amor en la que intervienen dos componentes explosivos: la atracción «perversa» por las nínfulas y el incesto. Un itinerario a través de la locura y la muerte, que desemboca en una estilizadísima violencia, narrado, a la vez con autoironía y lirismo desenfrenado, por el propio Humbert Humbert. Lolita es también un retrato ácido y visionario de los Estados Unidos, de los horrores suburbanos y de la cultura del plástico y del motel. En resumen, una exhibición deslumbrante de talento y humor a cargo de un escritor que confesó que le hubiera encantado filmar los picnics de Lewis Carroll.«Ningún amante ha pensado en su amada con tanta ternura, ninguna mujer ha sido tan embelesadamente evocada, con tanta gracia y delicadeza, como Lolita» (Lionel Trilling)«La obra más satisfactoria –quizá la única satisfactoria– de la literatura erótica que haya leído… Mientras nuestro siglo entra en sus años finales, la última carcajada puede ser la mejor de todas: la Gran Novela Americana fue escrita por un ruso» (Alan Levy)«Entre las más sutiles y complejas creaciones literarias de nuestro tiempo. Lo cual no significa, por cierto, que no sea un libro provocador» (Mario Vargas Llosa)",,Paperback,9.78843E+12,392,3.89,565430,20406,Lolita,Classics|Fiction|Literature,https://images.gr-assets.com/books/1364778371l/9596829.jpg,Classics,Fiction,Literature,
56,Vladimir Nabokov|Craig Raine,"Humbert Humbert - scholar, aesthete and romantic - has fallen completely and utterly in love with Lolita Haze, his landlady's gum-snapping, silky skinned twelve-year-old daughter. Reluctantly agreeing to marry Mrs Haze just to be close to Lolita, Humbert suffers greatly in the pursuit of romance; but when Lo herself starts looking for attention elsewhere, he will carry her off on a desperate cross-country misadventure, all in the name of Love. Hilarious, flamboyant, heart-breaking and full of ingenious word play, Lolita is an immaculate, unforgettable masterpiece of obsession, delusion and lust.","New Edition, Penguin Modern Classics",Paperback,,417,3.89,565155,20390,Lolita,Classics|Fiction|Literature,https://images.gr-assets.com/books/1377756377l/7604.jpg,Classics,Fiction,Literature,
46115,Rick Riordan,"IT'S NOT EVERYDAY YOU FIND YOURSELF IN COMBAT WITH A HALF-LION, HALF-HUMAN.But when you're the son of a Greek god, it happens. And now my friend Annabeth is missing, a goddess is in chains and only five half-blood heroes can join the quest to defeat the doomsday monster.Oh, and guess what? The Oracle has predicted that not all of us will survive...",,Paperback,9.78014E+12,294,4.34,563232,17196,The Titan's Curse,Fantasy|Young Adult|Fantasy|Mythology|Fiction,https://images.gr-assets.com/books/1365391679l/2133969.jpg,Fantasy,Young Adult,Fantasy,Mythology
14934,Rick Riordan,"Librarian's Note: Alternate cover edition for ISBN 10: 1423101480, ISBN 13: 9781423101482.When Percy Jackson receives an urgent distress call from his friend Grover, he immediately prepares for battle. He knows he'll need his powerful demigod allies at his side; his trusty bronze sword, Riptide; and . . . a ride from his mom.The demigods race to the rescue to find that Grover has made an important discovery: two powerful half-bloods, whose parentage is unknown. But that's not all that awaits them. The Titan lord Kronos has set up a devious trap, and the young heroes have just fallen prey.Hilarious and action-packed, this third adventure in the series finds Percy faced with his most dangerous challenge yet--the chilling prophecy of the Titan's curse.",,Paperback,,312,4.34,563015,17193,The Titan's Curse,Fantasy|Young Adult|Fantasy|Mythology|Fiction,https://images.gr-assets.com/books/1402346746l/22449288.jpg,Fantasy,Young Adult,Fantasy,Mythology
49777,Charles Dickens|Charles Green,"This is the BEST version of Great Expectations you will find for your Kindle. Here's how it's different from the rest:• This edition includes illustrations from the original publication of this work, by artist Charles Green• You are getting the full, unabridged text• In addition to OCR software, this text has been meticulously proofed by human eyes• Spelling, punctuation and other minor errors have been corrected• Many formatting changes have been applied to ensure an optimal reading experience on your Kindle screen, including: ○ Removal of excess white space ○ Indentation of paragraphs ○ italicization of text where appropriate• For easier navigation, an active Table of Contents with selectable links has been added• This edition also includes a custom cover designed specifically for this title, to evoke the feeling of an old-fashioned, leather-bound hardcover (without the bulk of an actual paper book!)• Finally, the actual file is DRM free, for your convenienceYou are highly encouraged to download a sample and preview this exquisitely prepared edition for yourself. Compare it against other samples and you will find that no other edition reads as comfortably and as beautifully on your Kindle as this one does. Don't settle for an inferior edition when you can have the best!Happy reading!--------------------------------------------------Information about this title:Great Expectations is a novel by Charles Dickens. It was first published in serial form in the publication All the Year Round from 1 December 1860 to August 1861. It has been adapted for stage and screen over 250 times.Great Expectations is the story of the orphan Pip, writing about his life (and attempting to become a gentleman along the way). The novel, like much of Dickens' work, draws on his experiences of life and people.The main plot of Great Expectations takes place between Christmas Eve 1812, when the protagonist is about seven years old (and which happens to be the year of Dickens' birth), and the winter of 1840.Great Expectations is written in first person and uses language and grammar that has, since the publication of Great Expectations, fallen out of common use. The title Great Expectations refers to the 'Great Expectations' Pip has of coming into his benefactor's property upon his disclosure to him and achieving his intended role as a gentleman at that time. Great Expectations is a bildungsroman, a novel depicting growth and personal development, in this case, of Pip.Some of the major themes of Great Expectations are crime, social class, empire and ambition. From an early age, Pip feels guilt; he is also afraid that someone will find out about his crime and arrest him. The theme of crime comes in to even greater effect when Pip discovers that his benefactor is in fact a convict. Pip has an internal struggle with his conscience throughout the book. Great Expectations explores the different social classes of the Georgian era. Throughout the book, Pip becomes involved with a broad range of classes, from criminals like Magwitch to the extremely rich like Miss Havisham. Pip has great ambition, as demonstrated constantly in the book.",,Kindle Edition,,642,3.76,562807,13566,Great Expectations,Classics|Fiction|Literature|Historical|Historical Fiction,https://images.gr-assets.com/books/1328314953l/10448083.jpg,Classics,Fiction,Literature,Historical
44946,Charles Dickens,"In what may be Dickens’s best novel, humble, orphaned Pip is apprenticed to the dirty work of the forge but dares to dream of becoming a gentleman—and one day, under sudden and enigmatic circumstances, he finds himself in possession of “great expectations.” In this gripping tale of crime and guilt, revenge and reward, the compelling characters include Magwitch, the fearful and fearsome convict; Estella, whose beauty is excelled only by her haughtiness; and the embittered Miss Havisham, an eccentric jilted bride.",,Kindle Edition,,286,3.76,562790,13565,Great Expectations,Classics|Fiction|Literature|Historical|Historical Fiction,https://images.gr-assets.com/books/1369009293l/17375358.jpg,Classics,Fiction,Literature,Historical
32441,Charles Dickens,"In what may be Dickens's best novel, humble, orphaned Pip is apprenticed to the dirty work of the forge but dares to dream of becoming a gentleman — and one day, under sudden and enigmatic circumstances, he finds himself in possession of ""great expectations."" In this gripping tale of crime and guilt, revenge and reward, the compelling characters include Magwitch, the fearful and fearsome convict; Estella, whose beauty is excelled only by her haughtiness; and the embittered Miss Havisham, an eccentric jilted bride.",Penguin Popular Classics,Paperback,9.78014E+12,443,3.76,562714,13565,Great Expectations,Classics|Fiction|Literature|Historical|Historical Fiction,https://images.gr-assets.com/books/1348093979l/18251.jpg,Classics,Fiction,Literature,Historical
26573,Charles Dickens|ابراهیم یونسی,"In what may be Dickens's best novel, humble, orphaned Pip is apprenticed to the dirty work of the forge but dares to dream of becoming a gentleman — and one day, under sudden and enigmatic circumstances, he finds himself in possession of ""great expectations."" In this gripping tale of crime and guilt, revenge and reward, the compelling characters include Magwitch, the fearful and fearsome convict; Estella, whose beauty is excelled only by her haughtiness; and the embittered Miss Havisham, an eccentric jilted bride.",4th,Hardcover,,560,3.76,562669,13564,آرزوهای بزرگ,Classics|Fiction|Literature|Historical|Historical Fiction,https://images.gr-assets.com/books/1523469034l/2239453.jpg,Classics,Fiction,Literature,Historical
26564,Charles Dickens,"Raised in squalor in the marsh country of Kent, the orphan Pip is taken under the wing of the eccentric and reclusive Miss Havisham - only to blindly give his heart to the dowager’s beautiful but ice-cold adopted daughter, Estella. Even as a mysterious benefactor helps to shape Pip’s life into one of fortune, success, and self-discovery, the unspeakable secrets of his unrequited love continue to haunt him - and promise to change his life once again.With its indelible cast of characters, immersive epic narrative, and startling dramatic twists, Charles Dickens’s powerful classic continues to enthrall generations of new readers.AmazonClassics brings you timeless works from the masters of storytelling. Ideal for anyone who wants to read a great work for the first time or rediscover an old favorite, these new editions open the door to literature’s most unforgettable characters and beloved worlds.Revised edition: Previously published as Great Expectations, this edition of Great Expectations (AmazonClassics Edition) includes editorial revisions.",,Kindle Edition,,499,3.76,562669,13564,Great Expectations,Classics|Fiction|Literature|Historical|Historical Fiction,https://images.gr-assets.com/books/1499466204l/35619412.jpg,Classics,Fiction,Literature,Historical
189,Rick Riordan,"It's not everyday you find yourself in combat with a half-lion, half-human.But when you're the son of a Greek god, it happens. And now my friend Annabeth is missing, a goddess is in chains and only five half-blood heroes can join the quest to defeat the doomsday monster.Oh, and guess what? The Oracle has predicted that not all of us will survive...",,Paperback,9.78014E+12,320,4.34,562627,17182,The Titan's Curse,Fantasy|Young Adult|Fantasy|Mythology|Fiction,https://images.gr-assets.com/books/1361038385l/561456.jpg,Fantasy,Young Adult,Fantasy,Mythology
19046,Charles Dickens,"Pocas veces como en Grandes esperanzas se presenta la oportunidad de poder entregarse al placer de leer por leer. En efecto, las venturas y desventuras que desde su infancia y en las primeras líneas empieza a contarnos el huérfano Pip nos arrastran con la fuerza de un río hasta un final feliz, aunque teñido de normalidad y melancolía. A lo largo del relato que de su vida nos hace el protagonista, desfila ante nosotros una galería inolvidable de personajes la brutal hermana de Pip y su marido, el sencillo Joe Gargery; la dulce Biddy, la extravagante señorita Havisham, la desdeñosa y cruel Estella... sometidos a temores, culpas, amores contrariados, accidentes, golpes de fortuna, ilusiones y frustraciones, descubrimientos imprevistos y pequeñas aventuras en una de las novelas más redondas del autor.",,Paperback,,747,3.76,562617,13562,Grandes esperanzas,Classics|Fiction|Literature|Historical|Historical Fiction,https://images.gr-assets.com/books/1453678727l/28690804.jpg,Classics,Fiction,Literature,Historical
93,Charles Dickens,"See alternate cover edition hereDickens's magnificent novel of guilt, desire, and redemption The orphan Pip’s terrifying encounter with an escaped convict on the Kent marshes, and his mysterious summons to the house of Miss Havisham and her cold, beautiful ward Estella, form the prelude to his “great expectations.” How Pip comes into a fortune, what he does with it, and what he discovers through his secret benefactor are the ingredients of his struggle for moral redemption.",Penguin Classics,Paperback,9.78014E+12,512,3.76,562389,13554,Great Expectations,Classics|Fiction|Literature|Historical|Historical Fiction,https://images.gr-assets.com/books/1309639398l/2619.jpg,Classics,Fiction,Literature,Historical
106,Charles Dickens|Marisa Sestino,"In what may be Dickens's best novel, humble, orphaned Pip is apprenticed to the dirty work of the forge but dares to dream of becoming a gentleman — and one day, under sudden and enigmatic circumstances, he finds himself in possession of ""great expectations."" In this gripping tale of crime and guilt, revenge and reward, the compelling characters include Magwitch, the fearful and fearsome convict; Estella, whose beauty is excelled only by her haughtiness; and the embittered Miss Havisham, an eccentric jilted bride.",Oxford World's Classics,Paperback,9.78019E+12,505,3.76,562389,13554,Great Expectations,Classics|Fiction|Literature|Historical|Historical Fiction,https://images.gr-assets.com/books/1327920219l/2623.jpg,Classics,Fiction,Literature,Historical
42730,J.R.R. Tolkien|Alan  Lee,"The third part of J.R.R. Tolkien’s epic adventure The Lord of the Rings, illustrated in colour by Alan LeeThe armies of the Dark Lord are massing as his evil shadow spreads ever wider. Men, Dwarves, Elves and Ents unite forces to do battle against the Dark. Meanwhile, Frodo and Sam struggle further into Mordor in their heroic quest to destroy the One Ring.",,Paperback,9.78001E+12,598,4.52,560666,7609,The Return of the King,Fantasy|Fiction|Classics|Adventure,https://images.gr-assets.com/books/1327917539l/2075441.jpg,Fantasy,Fiction,Classics,Adventure
31283,J.R.R. Tolkien,Librarian's Note: This is an alternate cover edition for ISBN 0048231576Printed and bound in Canada,,Paperback,,440,4.52,560592,7607,The Return of the King,Fantasy|Fiction|Classics|Adventure,https://images.gr-assets.com/books/1358983224l/17281547.jpg,Fantasy,Fiction,Classics,Adventure
28444,J.R.R. Tolkien,"Los ejércitos del Señor Oscuro van extendiendo cada vez más su maléfica sombra por la Tierra Media. Hombres, elfos y enanos unen sus fuerzas para presentar batalla a Sauron y sus huestes. Ajenos a estos preparativos, Frodo y Sam siguen adentrándose en el país de Mordor en su heroico viaje para destruir el Anillo de Poder en las Grietas del Destino.",,Hardcover,9.78845E+12,520,4.52,560563,7607,El Retorno del Rey,Fantasy|Fiction|Classics|Adventure,https://images.gr-assets.com/books/1422525106l/23485964.jpg,Fantasy,Fiction,Classics,Adventure
26260,J.R.R. Tolkien,"THE GREATEST FANTASY EPIC OF OUR TIMEWhile the evil might of the Dark Lord Sauron swarmed out to conquer all Middle-earth, Frodo and Sam struggled deep into Mordor, seat of Sauron’s power. To defeat the Dark Lord, the accursed Ring of Power had to be destroyed in the fires of Mount Doom. But the way was impossibly hard, and Frodo was weakening. Weighed down by the compulsion of the Ring he began finally to despair.The awesome conclusion of J.R.R. Tolkien’s The Lord of the Rings, beloved by millions of readers around the world.",,Mass Market Paperback,9.78035E+12,512,4.52,560545,7607,The Return of the King,Fantasy|Fiction|Classics|Adventure,,Fantasy,Fiction,Classics,Adventure
15148,J.R.R. Tolkien,"Yüzüklerin Efendisi"" son yüzyılın en çok okunan yüz kitabı arasında en başta geliyor. Türkçe basımının ilk iki kitabı ""Yüzük Kardeşliği"" ve ""İki Kule"", bu ilginin evrenselliğini kanıtladı. Polisiye ya da bilimkurgu meraklıları, şiir, roman ve öykü okurları, hep birlikte Frodo, Sam, Merry, Pippin, Aragorn ve Gandalf'ın maceralarını okumaya, ""Orta Dünya""da yaşamaya başladılar.",,Paperback,,400,4.52,560485,7607,Kralın Dönüşü,Fantasy|Fiction|Classics|Adventure,https://images.gr-assets.com/books/1297636596l/10455630.jpg,Fantasy,Fiction,Classics,Adventure
15145,J.R.R. Tolkien,"As the Shadow of Mordor grows across the land, the Companions of the Ring have become involved in separate adventures. Aragorn, revealed as the hidden heir of the ancient Kings of the West, has joined with the Riders of Rohan against the forces of Isengard, and takes part in the desperate victory of the Hornburg. Merry and Pippin, captured by Orcs, escape into Fangorn Forest and there encounter the Ents. Gandalf has miraculously returned and defeated the evil wizard, Saruman. Sam has left his master for dead after a battle with the giant spider, Shelob; but Frodo is still alive — now in the foul hands of the Orcs. And all the while the armies of the Dark Lord are massing as the One Ring draws ever nearer to the Cracks of Doom.--back cover",,Paperback,9.78062E+12,410,4.52,560485,7607,The Return of the King,Fantasy|Fiction|Classics|Adventure,https://images.gr-assets.com/books/1295996565l/49891.jpg,Fantasy,Fiction,Classics,Adventure
10983,J.R.R. Tolkien,"The third part of J.R.R. Tolkien's epic adventure THE LORD OF THE RINGS*The armies of the Dark Lord are massing as his evil shadow spreads even wider. Men, Dwarves, Elves and Ents unite forces to do battle against the Dark. Meanwhile, Frodo and Sam struggle further into Mordor in their heroic quest to destroy the One Ring.*The devastating conclusion of J.R.R. Tolkien's classic tale, begun in the The Fellowship of the Rings and The Two Towers.--back cover",UK / CAN Edition,Mass Market Paperback,9.78026E+12,590,4.52,560448,7607,The Return of the King,Fantasy|Fiction|Classics|Adventure,https://images.gr-assets.com/books/1306539821l/727810.jpg,Fantasy,Fiction,Classics,Adventure
653,J.R.R. Tolkien,"Alternate cover edition here.The Companions of the Ring have become involved in separate adventures as the quest continues. Aragorn, revealed as the hidden heir of the ancient Kings of the West, joined with the Riders of Rohan against the forces of Isengard, and took part in the desperate victory of the Hornburg. Merry and Pippin, captured by Orcs, escaped into Fangorn Forest and there encountered the Ents. Gandalf returned, miraculously, and defeated the evil wizard, Saruman. Meanwhile, Sam and Frodo progressed towards Mordor to destroy the Ring, accompanied by SmEagol--Gollum, still obsessed by his 'precious'. After a battle with the giant spider, Shelob, Sam left his master for dead; but Frodo is still alive--in the hands of the Orcs. And all the time the armies of the Dark Lord are massing. J.R.R. Tolkien's great work of imaginative fiction has been labeled both a heroic romance and a classic fantasy fiction. By turns comic and homely, epic and diabolic, the narrative moves through countless changes of scene and character in an imaginary world which is totally convincing in its detail.",Media Tie-In Edition,Mass Market Paperback,9.78035E+12,490,4.52,560243,7602,The Return of the King,Fantasy|Fiction|Classics|Adventure,https://images.gr-assets.com/books/1520258755l/18512.jpg,Fantasy,Fiction,Classics,Adventure
48537,Albert Camus|Vedat Günyol,"Albert Camus'nün (1913-1960) en tanınmış, en çok yabancı dile çevrilmiş, en çok incelenmiş ve hala en çok satan kitaplar arasında yer alan Yabancı, aynı zamanda yazarın en gizemli yapıtı. Ölümün egemen olduğu bir varlıkın en anlamsız olgularını saçma bir düzensizlik içinde yaşayan bu romanın başkişisi Meursault, bir simge kahraman değildir, adı olmayan bir Yabancıdır; bu eksik kimlik, gerçeklikten algıladığı şeyi yapılandıramayan, yeniden örgütleyemeyen, ama gerçekliğin yankılarını yakalamaya çalışan bir boş bilincin imgesidir. Onun kayıtsızlığı ve edilgenliği, işte bu boş bilincin ürünüdür. Yabancı, büyüleyici gücünü, içinde barındırdığı trajedi duygusuna borçlu: Bir türlü ele geçirilemeyen anlamın sürekli aranması, bilinç ile toplumsal dünya arasındaki çatışma... Camus'yle buluşanların hiçbiri, onunla karşılaşınca hayal kırıklığına uğramamıştır. Mutluluk, bir yerde ve her yerde hiçbir şey beklemeden dünyayı, insanları sevmektir, der Camus. Giderek daha çok sevilen bir yazar olması, onun bu sevgisinin yansımasından başka bir şey değildir.Albert Camus Cezayir doğumludur. Yoksul bir işçi olan babası I. Dünya savaşı sırasında ölünce, İspanyol asıllı olan annesi çocuklarına bakmak için ev işlerinde çalışmak durumunda kalmış, Camus, küçük bir evde, erkek kardeşi, anneannesi ve felçli dayısı ile geçirmiş çocukluğunu. Eğitimi ve dolayısıyla felsefeci/yazar kişiliği, bu yoksulluk içerisinde tamamıyla rastlantısaldır.",,Paperback,9.78976E+12,119,3.97,556484,17632,Yabancı,Classics|Fiction|Philosophy|Cultural|France|Literature,https://images.gr-assets.com/books/1385758031l/9269274.jpg,Classics,Fiction,Philosophy,Cultural
43180,Albert Camus,"Die Sonne sei Schuld gewesen, er habe den Araber am Strand nicht erschießen wollen. Mit dieser Erklärung erntet der Büroangestellte Meursault vor Gericht nur Gelächter. Der Staatsanwalt fordert seinen Kopf und klagt ihn der Unmenschlichkeit an. Meursaults grundlegende Schuld besteht jedoch darin, ein Sonderling zu sein, gesellschaftliche Spielregeln zu mißachten, am Grab seiner Mutter nicht geweint und tags drauf eine Liebschaft begonnen zu haben. Man wird lange suchen müssen nach einem Roman, in dem eine Philosophie (aus Camus' zeitgleich entstandenem Essay über das Absurde Der Mythos von Sisyphos) ähnlich elegant und überzeugend in Literatur verwandelt wird. Und erstaunlich, wie betörend klar und frisch die Sprache in Camus' frühem Meisterwerk heute noch wirkt, wie kunstvoll Aufbau und Motivführung sind. Meersault ist ein Anti-Held par excellence: Abgesehen von kleinen sinnlichen Genüssen lebt er unauffällig, gelangweilt und passiv sein unbedeutsames Leben. Er läßt sich treiben, wenn er nichts zu sagen hat, redet er auch nicht, und als ihn Maria fragt, ob er sie heiraten wolle, ringt er sich nur ein ""das ist mir einerlei"" ab. Erst angesichts des Todesurteils beginnt er nachzudenken und wird sich bewußt, daß er glücklich gewesen war und es immer noch ist. Als der Gefängnispriester ihn, den Ungläubigen, zu gottesfürchtiger Buße anhält, schleudert er ihm wütend sein eigenes Glaubensbekenntnis ""dieses ganzen absurden Lebens"" ins Gesicht und unterwirft sich endgültig ""der zärtlichen Gleichgültigkeit der Welt"", der er sich ""brüderlich"" verbunden fühlt. Er hat nur noch einen Wunsch: ""Am Tag meiner Hinrichtung viele Zuschauer, die mich mit Schreien des Hasses empfangen"". --Christian Stahl",,,9.7835E+12,122,3.97,556455,17630,Der Fremde,Classics|Fiction|Philosophy|Cultural|France|Literature,https://images.gr-assets.com/books/1317833142l/997886.jpg,Classics,Fiction,Philosophy,Cultural
40390,Albert Camus|Matthew Ward,"There is an alternate cover edition for this ISBN10 here.Since it was first published in English, in 1946, Albert Camus's first novel, THE STRANGER (L'etranger), has had a profound impact on millions of American readers. Through this story of an ordinary man who unwittingly gets drawn into a senseless murder on a sundrenched Algerian beach, Camus explored what he termed ""the nakedness of man faced with the absurd.""",,Paperback,9.78068E+12,123,3.97,556446,17629,The Stranger,Classics|Fiction|Philosophy|Cultural|France|Literature,https://images.gr-assets.com/books/1328988727l/13480960.jpg,Classics,Fiction,Philosophy,Cultural
35448,Albert Camus|Matthew    Ward,"Through the story of an ordinary man unwittingly drawn into a senseless murder on an Algerian beach, Camus explored what he termed ""the nakedness of man faced with the absurd."" First published in English in 1946; now in a new translation by Matthew Ward.",,Paperback,9.78088E+12,123,3.97,556400,17626,The Stranger,Classics|Fiction|Philosophy|Cultural|France|Literature,https://images.gr-assets.com/books/1270257405l/331070.jpg,Classics,Fiction,Philosophy,Cultural
31464,Albert Camus|Samih Tiryakioğlu,"1942'de yayımlanan Yabancı; romancı, tiyatro yazarı ve düşünür olarak İkinci Dünya Savaşı'ndan sonra yalnız Fransa'da değil tüm dünyada kuşağının sözcüsü ve yol göstericisi olarak kabul edilen Albert Camus'nün, ilk ve en çok ses getiren yapıtıdır. Romanda, bir Arap'ı öldüren ama bu suçtan çok, gerçek duygularını dile getirdiği ve toplumun istediği kalıba girmeyi reddettiği için dışlanan bir ""yabancı"" aracılığıyla, XX. yüzyıl insanının içine düştüğü yabancılaşma anlatılır. Bir türlü ele geçirilemeyen ""anlam""ın sürekli aranışını, bilincin toplumdan ve dünyadan kopuşunu, topluma yabancı duran kahramanın çevresiyle ve toplumla arasındaki çatışmayı anlatan roman, büyüleyici gücünü arka plandaki derin ve suskun acıdan alır. Camus, genç kahramanı Meursault'nun dış dünya ile arasına koyduğu mesafeyi, kendine ve topluma yabancılaşmasını, annesinin ölümü dahil her şeye nesnel bir biçimde yaklaşmasını büyük bir ustalıkla dile getirir.",,Paperback,,110,3.97,556368,17624,Yabancı,Classics|Fiction|Philosophy|Cultural|France|Literature,https://images.gr-assets.com/books/1383470860l/17161918.jpg,Classics,Fiction,Philosophy,Cultural
27950,Albert Camus|Kalle Salo,"Sivullinen on intensiivinen mestariteos ja eurooppalaisen kirjallisuuden ajaton helmi. Se kertoo nuoresta algerianranskalaisesta miehestä, vaatimattomasta konttoristista, joka onnettoman sattuman seurauksena tulee tappaneeksi miehen.Ranskalainen Albert Camus (1913-1960) sai kirjallisuuden Nobel-palkinnon 1957.",,Paperback,,160,3.97,556335,17623,Sivullinen,Classics|Fiction|Philosophy|Cultural|France|Literature,https://images.gr-assets.com/books/1302462883l/3021568.jpg,Classics,Fiction,Philosophy,Cultural
26408,Albert Camus|Samih Tiryakioğlu,"1942’de yayımlanan Yabancı, romancı, tiyatro yazarı ve düşünür olarak İkinci Dünya Savaşı’ndan sonra yalnız Fransa’da değil tüm dünyada kuşağının sözcüsü ve yol göstericisi olarak kabul edilen Albert Camus’nün, ilk ve en çok ses getiren yapıtıdır. Romanda, işlediği bir suçtan çok, gerçek duygularını dile getirdiği ve toplumun istediği kalıba girmeyi reddettiği için dışlanan bir “yabancı” aracılığıyla, XX. yüzyıl insanının içine düştüğü yabancılaşma anlatılır. Bir türlü ele geçirilemeyen “anlam”ın sürekli aranışını, bilincin toplumdan ve dış dünyadan kopuşunu, topluma yabancı duran kahramanın çevresiyle ve toplumla arasındaki çatışmayı anlatan roman, büyüleyici gücünü arka plandaki derin ve suskun acıdan alır. Camus, genç kahramanı Meursault’nun dış dünyayla arasına koyduğu mesafeyi, kendine ve topluma yabancılaşmasını, annesinin ölümü dahil her şeye nesnel bir biçimde yaklaşmasını büyük bir ustalıkla dile getirir.",,Paperback,,112,3.97,556325,17623,Yabancı,Classics|Fiction|Philosophy|Cultural|France|Literature,https://images.gr-assets.com/books/1443082486l/26807530.jpg,Classics,Fiction,Philosophy,Cultural
23884,Albert Camus,"The titular character is Meursault, an indifferent French Algerian (""a citizen of France domiciled in North Africa, a man of the Mediterranean, an homme du midi yet one who hardly partakes of the traditional Mediterranean culture""),who, after attending his mother's funeral, apathetically kills an Arab man whom he recognises in French Algiers. The story is divided into two parts, presenting Meursault's first-person narrative view before and after the murder, respectively.",,Kindle Edition,,93,3.97,556311,17622,The Stranger,Classics|Fiction|Philosophy|Cultural|France|Literature,https://images.gr-assets.com/books/1443490909l/26832734.jpg,Classics,Fiction,Philosophy,Cultural
